true angle		time [ms]	gyro	accelerometer	filtr komplementarny (żyroskop + akcelerometr)	filtr kroczący, średnia z 5 ostatnich pomiarów (akcelerometr)	filtr kroczący, średnia z 10 ostatnich pomiarów (akcelerometr)
64,03260175		2350	40,53260175	65,21703807			
60,79168625		2400	36,79168625	76,97185183			
57,39882319		2450	32,89882319	54,98009862			
53,86249297		2500	28,86249297	45,669549			
50,19153457		2550	24,69153457	50,6528135			
46,39512346		2600	20,39512346	30,01347173			
42,48274872		2650	15,98274872	38,48960787			
38,46418922		2700	11,46418922	25,72846867			
34,34948928		2750	6,849489285	40,78539839			
30,14893351		2800	2,148933514	41,68647488			
25,87302111		2850	-2,626978889	24,86288093			
21,53243963		2900	-7,467560371	25,19047818			
17,13803826		2950	-12,36196174	9,973604852			
12,70080073		3000	-17,29919927	16,96668006			
8,231817801		3050	-22,2681822	-7,240389914			
3,742259619		3100	-27,25774038	-0,06453560598			
-0,756652263		3150	-32,25665226	21,73274098			
-5,253672908		3200	-37,25367291	-17,67239115			
-9,737562108		3250	-42,23756211	-17,01704634			
-14,19711247		3300	-47,19711247	-31,89136152			
-18,62117745		3350	-52,12117745	-19,21087586			
-22,99869918		3400	-56,99869918	-8,955516518			
-27,31873614		3450	-61,81873614	-30,24350098			
-31,57049049		3500	-66,57049049	-49,57991638			
-35,74333506		3550	-71,24333506	-34,80197012			
-39,8268399		3600	-75,8268399	-38,31649646			
-43,81079838		3650	-80,31079838	-49,29971142			
-47,68525268		3700	-84,68525268	-66,89324557			
-51,44051869		3750	-88,94051869	-50,65142606			
-55,06721018		3800	-93,06721018	-39,18607526			
-58,55626234		3850	-97,05626234	-61,84262813			
-61,89895433		3900	-100,8989543	-53,55187572			
-65,08693117		3950	-104,5869312	-60,50567173			
-68,11222458		4000	-108,1122246	-80,58287403			
-70,9672729		4050	-111,4672729	-70,11172239			
-73,64494		4100	-114,64494	-70,50267999			
-76,1385331		4150	-117,6385331	-72,0646146			
-78,44181952		4200	-120,4418195	-85,93497362			
-80,54904224		4250	-123,0490422	-79,89571586			
-82,45493431		4300	-125,4549343	-73,27131666			
-84,15473198		4350	-127,654732	-84,53033328			
-85,64418665		4400	-129,6441867	-93,2805823			
-86,91957546		4450	-131,4195755	-87,27887517			
-87,97771059		4500	-132,9777106	-111,8141218			
-88,81594727		4550	-134,3159473	-74,46137082			
-89,43219033		4600	-135,4321903	-88,00399558			
-89,82489949		4650	-136,3248995	-88,94552989			
-89,99309318		4700	-136,9930932	-83,07667417			
-89,93635101		4750	-137,436351	-90,62289045			
-89,6548148		4800	-137,6548148	-88,71273677			
-89,14918824		4850	-137,6491882	-104,1063302			
-88,42073514		4900	-137,4207351	-93,23093337			
-87,47127625		4950	-136,9712762	-79,39520832			
-86,30318472		5000	-136,3031847	-96,25388139			
-84,91938018		5050	-135,4193802	-83,67758129			
-83,32332141		5100	-134,3233214	-90,90109921			
-81,51899773		5150	-133,0189977	-82,8429577			
-79,51091901		5200	-131,510919	-74,34084131			
-77,30410441		5250	-129,8041044	-78,61499242			
-74,9040698		5300	-127,9040698	-72,78982023			
-72,31681403		5350	-125,816814	-67,54739129			
-69,54880388		5400	-123,5488039	-53,12492302			
-66,60695794		5450	-121,1069579	-86,39734543			
-63,4986293		5500	-118,4986293	-64,69045477			
-60,23158715		5550	-115,7315872	-63,2513313			
-56,81399741		5600	-112,8139974	-38,23436927			
-53,25440226		5650	-109,7544023	-42,37495389			
-49,56169883		5700	-106,5616988	-51,59251061			
-45,74511697		5750	-103,245117	-30,87653804			
-41,81419615		5800	-99,81419615	-44,36129229			
-37,77876161		5850	-96,27876161	-35,39777939			
-33,64889983		5900	-92,64889983	-22,87118904			
-29,43493334		5950	-88,93493334	-29,55082705			
-25,14739484		6000	-85,14739484	-16,80900875			
-20,79700095		6050	-81,29700095	-18,85917696			
-16,39462538		6100	-77,39462538	-11,9493351			
-11,9512718		6150	-73,4512718	-23,87468735			
-7,478046254		6200	-69,47804625	-4,513563542			
-2,986129489		6250	-65,48612949	-6,591203116			
1,513251044		6300	-61,48674896	3,138031439			
6,008849237		6350	-57,49115076	7,771340404			
10,48942844		6400	-53,51057156	-4,91589892			
14,94378953		6450	-49,55621047	9,328372733			
19,36079893		6500	-45,63920107	20,79950905			
23,72941641		6550	-41,77058359	21,63086317			
28,03872272		6600	-37,96127728	30,38181337			
32,27794681		6650	-34,22205319	32,75381581			
36,43649286		6700	-30,56350714	39,59384835			
40,50396664		6750	-26,99603336	47,54851865			
44,4702016		6800	-23,5297984	29,59073594			
48,32528422		6850	-20,17471578	38,82202939			
52,05957879		6900	-16,94042121	54,02701988			
55,66375153		6950	-13,83624847	57,9809294			
59,12879388		7000	-10,87120612	64,74980791			
62,44604504		7050	-8,053954956	64,93289917			
65,60721361		7100	-5,392786389	74,03613283			
68,60439831		7150	-2,895601687	88,04217267			
71,43010775		7200	-0,5698922536	85,30284554			
74,07727911		7250	1,577279111	83,71269417			
76,53929586		7300	3,539295857	77,38918918			
78,81000422		7350	5,310004223	75,49295224			
80,88372862		7400	6,883728623	77,91892972			
82,75528582		7450	8,255285825	80,70401156			
84,41999791		7500	9,41999791	86,77809394			
85,87370397		7550	10,37370397	74,73726401			
87,11277048		7600	11,11277048	86,22511158			
88,13410044		7650	11,63410044	104,674894			
88,93514105		7700	11,93514105	88,6198448			
89,51389012		7750	12,01389012	70,4947584			
89,86890108		7800	11,86890108	91,28782709			
89,9992866		7850	11,4992866	86,08291039			
89,90472077		7900	10,90472077	98,80522424			
89,58543995		7950	10,08543995	82,60240075			
89,0422422		8000	9,042242196	88,12265858			
88,27648521		8050	7,776485206	78,79546333			
87,29008298		8100	6,290082976	85,13429754			
86,085501		8150	4,585500999	85,94064481			
84,6657501		8200	2,665750101	69,1771307			
83,03437892		8250	0,5343789215	77,34727509			
81,19546504		8300	-1,804534962	72,83703829			
79,15360478		8350	-4,346395222	72,66778681			
76,91390173		8400	-7,086098272	85,39124396			
74,48195398		8450	-10,01804602	70,06188298			
71,86384014		8500	-13,13615986	61,16258011			
69,06610412		8550	-16,43389588	75,33941339			
66,09573881		8600	-19,90426119	66,23223347			
62,96016857		8650	-23,53983143	68,598416			
59,66723071		8700	-27,33276929	61,33496935			
56,22515584		8750	-31,27484416	47,51437137			
52,64254736		8800	-35,35745264	41,0504368			
48,92835993		8850	-39,57164007	39,87238105			
45,09187708		8900	-43,90812292	66,04074224			
41,14268802		8950	-48,35731198	30,69982997			
37,09066367		9000	-52,90933633	29,99828934			
32,94593198		9050	-57,55406802	25,09116941			
28,71885261		9100	-62,28114739	26,2696399			
24,41999107		9150	-67,08000893	30,02406007			
20,06009227		9200	-71,93990773	21,72278484			
15,65005368		9250	-76,84994632	18,05596116			
11,20089812		9300	-81,79910188	21,80931548			
6,723746135		9350	-86,77625386	-13,96806485			
2,229788291		9400	-91,77021171	-11,81657429			
-2,269742863		9450	-96,76974286	-3,670672386			
-6,763600842		9500	-101,7636008	-8,140366334			
-11,24055334		9550	-106,7405533	-6,000366158			
-15,68941031		9600	-111,6894103	-7,911836875			
-20,09905192		9650	-116,5990519	-17,33355676			
-24,45845638		9700	-121,4584564	-23,03978769			
-28,75672743		9750	-126,2567274	-29,11843663			
-32,98312163		9800	-130,9831216	-37,67106345			
-37,12707521		9850	-135,6270752	-22,24726878			
-41,17823044		9900	-140,1782304	-42,97504105			
-45,12646154		9950	-144,6264615	-40,93692717			
-48,96189998		10000	-148,9619	-42,86745086			
-52,67495917		10050	-153,1749592	-66,63739409			
-56,2563584		10100	-157,2563584	-56,08507643			
-59,69714603		10150	-161,197146	-61,17134198			
-62,98872188		10200	-164,9887219	-72,6712581			
-66,12285874		10250	-168,6228587	-68,48342401			
-69,09172288		10300	-172,0917229	-69,52238482			
-71,8878937		10350	-175,3878937	-62,17776875			
-74,50438222		10400	-178,5043822	-83,90667131			
-76,93464858		10450	-181,4346486	-79,81679381			
-79,1726184		10500	-184,1726184	-94,14674913			
-81,2126979		10550	-186,7126979	-81,41387793			
-83,04978795		10600	-189,0497879	-88,75229758			
-84,67929678		10650	-191,1792968	-82,99038495			
-86,09715146		10700	-193,0971515	-85,89979128			
-87,29980811		10750	-194,7998081	-95,88311585			
-88,28426071		10800	-196,2842607	-85,40853189			
-89,04804862		10850	-197,5480486	-91,61131966			
-89,5892628		10900	-198,5892628	-78,01068475			
-89,90655047		10950	-199,4065505	-90,89934049			
-89,99911859		11000	-199,9991186	-94,97243582			
-89,86673578		11050	-200,3667358	-90,44366855			
-89,50973294		11100	-200,5097329	-68,85546504			
-88,92900238		11150	-200,4290024	-90,51742374			
-88,12599562		11200	-200,1259956	-82,72711211			
-87,10271978		11250	-199,6027198	-95,78685985			
-85,86173249		11300	-198,8617325	-107,0251144			
-84,40613559		11350	-197,9061356	-72,99804913			
-82,73956731		11400	-196,7395673	-80,18698348			
-80,8661932		11450	-195,3661932	-75,16135882			
-78,79069572		11500	-193,7906957	-80,69598083			
-76,51826254		11550	-192,0182625	-85,42598122			
-74,05457355		11600	-190,0545735	-57,04188035			
-71,40578669		11650	-187,9057867	-76,48090753			
-68,57852255		11700	-185,5785226	-63,88674948			
-65,57984782		11750	-183,0798478	-57,50145691			
-62,41725763		11800	-180,4172576	-64,99920935			
-59,0986568		11850	-177,5986568	-65,47941302			
-55,6323401		11900	-174,6323401	-44,92525576			
-52,02697153		11950	-171,5269715	-59,82043649			
-48,29156262		12000	-168,2915626	-47,97211421			
-44,43544996		12050	-164,93545	-27,29643912			
-40,46827181		12100	-161,4682718	-54,06506828			
-36,39994406		12150	-157,8999441	-43,42189951			
-32,2406354		12200	-154,2406354	-29,55758658			
-28,00074195		12250	-150,5007419	-8,525529991			
-23,69086122		12300	-146,6908612	-25,44491537			
-19,32176568		12350	-142,8217657	-19,36070998			
-14,90437579		12400	-138,9043758	-17,68884093			
-10,44973272		12450	-134,9497327	-1,568206638			
-5,968970762		12500	-130,9689708	-3,378744372			
-1,473289484		12550	-126,9732895	1,114263858			
3,02607425		12600	-122,9739258	-12,64871552			
7,517874374		12650	-118,9821256	6,597747061			
11,99088373		12700	-115,0091163	13,66414022			
16,43392212		12750	-111,0660779	5,964948339			
20,83588426		12800	-107,1641157	31,10136695			
25,18576754		12850	-103,3142325	16,79563871			
29,47269952		12900	-99,52730048	22,80014314			
33,6859651		12950	-95,8140349	31,41275784			
37,81503331		13000	-92,18496669	42,066672			
41,84958364		13050	-88,65041636	32,09157941			
45,77953179		13100	-85,22046821	45,6391126			
49,59505496		13150	-81,90494504	45,62646607			
53,28661632		13200	-78,71338368	44,33688107			
56,84498889		13250	-75,65501111	60,36839754			
60,2612786		13300	-72,7387214	59,34029196			
63,52694649		13350	-69,97305351	64,79198807			
66,6338301		13400	-67,3661699	64,2314847			
69,57416383		13450	-64,92583617	83,20909229			
72,34059839		13500	-62,65940161	60,37280805			
74,92621913		13550	-60,57378087	57,22067746			
77,32456334		13600	-58,67543666	76,7248642			
79,52963641		13650	-56,97036359	87,2675123			
81,53592681		13700	-55,46407319	62,27314153			
83,33841985		13750	-54,16158015	63,65675272			
84,93261025		13800	-53,06738975	87,3973256			
86,31451335		13850	-52,18548665	101,993166			
87,48067513		13900	-51,51932487	93,33295309			
88,42818077		13950	-51,07181923	72,67033273			
89,15466201		14000	-50,84533799	91,0858572			
89,65830303		14050	-50,84169697	93,41439383			
89,93784499		14100	-51,06215501	88,41098893			
89,99258917		14150	-51,50741083	85,75491822			
89,82239874		14200	-52,17760126	73,20727059			
89,4276991		14250	-53,0723009	90,09887503			
88,80947678		14300	-54,19052322	89,166243			
87,96927703		14350	-55,53072297	90,21187775			
86,90919989		14400	-57,09080011	101,6179674			
85,63189501		14450	-58,86810499	85,66279363			
84,140555		14500	-60,859445	106,4234988			
82,43890741		14550	-63,06109259	83,17245457			
80,53120549		14600	-65,46879451	84,70666621			
78,4222175		14650	-68,0777825	76,9826605			
76,1172148		14700	-70,8827852	80,97273434			
73,62195871		14750	-73,87804129	78,6813454			
70,94268606		14800	-77,05731394	64,18753533			
68,08609365		14850	-80,41390635	65,08876773			
65,05932146		14900	-83,94067854	66,88703535			
61,86993484		14950	-87,63006516	57,43008325			
58,52590561		15000	-91,47409439	73,14231884			
55,0355921		15050	-95,4644079	52,32754265			
51,40771827		15100	-99,59228173	37,57399293			
47,65135191		15150	-103,8486481	48,90703018			
43,775882		15200	-108,224118	42,02002509			
39,79099517		15250	-112,7090048	49,44770138			
35,70665158		15300	-117,2933484	36,12315029			
31,53305996		15350	-121,96694	23,08386508			
27,28065211		15400	-126,7193479	23,56907353			
22,96005683		15450	-131,5399432	32,93311265			
18,58207337		15500	-136,4179266	10,84388195			
14,15764441		15550	-141,3423556	17,23855031			
9,697828707		15600	-146,3021713	0,6943604698			
5,213773483		15650	-151,2862265	-3,401141415			
0,7166865407		15700	-156,2833135	-1,293195696			
-3,782191745		15750	-161,2821917	-2,279783373			
-8,27161652		15800	-166,2716165	-1,811131469			
-12,74036656		15850	-171,2403666	-3,651084062			
-17,17727232		15900	-176,1772723	-21,14422846			
-21,57124385		15950	-181,0712438	-23,8059672			
-25,9112985		16000	-185,9112985	-27,3276535			
-30,1865884		16050	-190,6865884	-10,83759586			
-34,38642755		16100	-195,3864275	-42,61872538			
-38,50031853		16150	-200,0003185	-36,69876372			
-42,51797878		16200	-204,5179788	-42,93914829			
-46,42936621		16250	-208,9293662	-40,29053778			
-50,22470442		16300	-213,2247044	-34,63145891			
-53,89450701		16350	-217,394507	-59,48989617			
-57,42960141		16400	-221,4296014	-57,55499599			
-60,82115171		16450	-225,3211517	-60,98646615			
-64,06068081		16500	-229,0606808	-64,96917291			
-67,14009157		16550	-232,6400916	-53,12027524			
-70,05168707		16600	-236,0516871	-65,67062788			
-72,78818983		16650	-239,2881898	-73,97108275			
-75,34276002		16700	-242,34276	-74,2514611			
-77,70901255		16750	-245,2090126	-63,55314275			
-79,88103302		16800	-247,881033	-59,01327596			
-81,85339251		16850	-250,3533925	-82,77426024			
-83,62116115		16900	-252,6211611	-90,0327819			
-85,17992043		16950	-254,6799204	-87,61373623			
-86,52577427		17000	-256,5257743	-78,64496602			
-87,65535874		17050	-258,1553587	-88,54586861			
-88,56585046		17100	-259,5658505	-87,93265902			
-89,25497368		17150	-260,7549737	-100,2265117			
-89,72100594		17200	-261,7210059	-83,98137464			
-89,96278242		17250	-262,4627824	-85,13004204			
-89,9796988		17300	-262,9796988	-89,98643629			
-89,77171278		17350	-263,2717128	-94,43892416			
-89,33934424		17400	-263,3393442	-89,44667774			
-88,68367387		17450	-263,1836739	-93,39006784			
-87,80634049		17500	-262,8063405	-106,4435072			
-86,70953699		17550	-262,209537	-103,8451453			
-85,39600481		17600	-261,3960048	-81,19221713			
-83,86902709		17650	-260,3690271	-82,80603495			
-82,13242048		17700	-259,1324205	-85,57336031			
-80,19052559		17750	-257,6905256	-80,75493219			
-78,04819615		17800	-256,0481962	-73,83296677			
-75,71078687		17850	-254,2107869	-83,55512079			
-73,18414005		17900	-252,18414	-74,18011888			
-70,47457099		17950	-249,974571	-53,99140878			
-67,58885221		18000	-247,5888522	-68,23699432			
-64,5341965		18050	-245,0341965	-76,78020769			
-61,3182389		18100	-242,3182389	-54,32847215			
-57,94901764		18150	-239,4490176	-71,08151241			
-54,43495402		18200	-236,434954	-46,02455826			
-50,78483136		18250	-233,2848314	-59,47984453			
-47,00777307		18300	-230,0077731	-43,12542916			
-43,11321982		18350	-226,6132198	-40,34816224			
-39,11090599		18400	-223,110906	-25,33867924			
-35,01083525		18450	-219,5108353	-32,18917898			
-30,82325566		18500	-215,8232557	-21,41404102			
-26,55863399		18550	-212,058634	-32,24958024			
-22,22762956		18600	-208,2276296	-23,91438636			
-17,84106763		18650	-204,3410676	-32,09715653			
-13,40991232		18700	-200,4099123	-10,83810073			
-8,945239221		18750	-196,4452392	-10,25872591			
-4,458207679		18800	-192,4582077	-18,56188171			
0,0399670602		18850	-188,4600329	-16,5337819			
4,538041903		18900	-184,4619581	4,075631053			
9,024774004		18950	-180,475226	-5,330189753			
13,48894887		19000	-176,5110511	-4,912408584			
17,91940839		19050	-172,5805916	15,82442034			
22,30507872		19100	-168,6949213	14,77728921			
26,63499797		19150	-164,865002	19,29947684			
30,89834359		19200	-161,1016564	43,77556597			
35,08445945		19250	-157,4155405	39,17545349			
39,18288243		19300	-153,8171176	38,24060246			
43,18336861		19350	-150,3166314	39,23590334			
47,07591886		19400	-146,9240811	44,34907351			
50,85080383		19450	-143,6491962	37,84835282			
54,49858827		19500	-140,5014117	54,34196698			
58,01015463		19550	-137,4898454	68,02857341			
61,37672581		19600	-134,6232742	63,39228172			
64,58988713		19650	-131,9101129	71,03575029			
67,64160738		19700	-129,3583926	67,00616693			
70,52425884		19750	-126,9757412	52,26816726			
73,23063638		19800	-124,7693636	71,88367781			
75,75397546		19850	-122,7460245	83,94170059			
78,08796906		19900	-120,9120309	77,21129387			
80,2267834		19950	-119,2732166	86,85853687			
82,16507257		20000	-117,8349274	99,2491982			
83,89799184		20050	-116,6020082	75,46566919			
85,42120983		20100	-115,5787902	79,5945057			
86,73091928		20150	-114,7690807	78,20537468			
87,8238466		20200	-114,1761534	74,00101087			
88,69726004		20250	-113,80274	91,85982615			
89,34897653		20300	-113,6510235	96,45767288			
89,7773671		20350	-113,7226329	93,88690093			
89,98136101		20400	-114,018639	98,40080547			
89,96044838		20450	-114,5395516	80,34212919			
89,71468149		20500	-115,2853185	92,34139392			
89,2446746		20550	-116,2553254	93,61433771			
88,55160252		20600	-117,4483975	110,3400575			
87,63719754		20650	-118,8628025	80,38477464			
86,50374521		20700	-120,4962548	89,43739889			
85,15407856		20750	-122,3459214	80,50960025			
83,59157107		20800	-124,4084289	83,21014757			
81,82012818		20850	-126,6798718	69,28410269			
79,84417758		20900	-129,1558224	66,7553088			
77,66865812		20950	-131,8313419	95,57991207			
75,29900747		21000	-134,7009925	68,18197045			
72,74114851		21050	-137,7588515	80,93357666			
70,00147456		21100	-140,9985254	78,90683462			
67,08683338		21150	-144,4131666	66,69344548			
64,00451006		21200	-147,9954899	57,06896529			
60,7622088		21250	-151,7377912	60,73969508			
57,36803365		21300	-155,6319663	53,95811625			
53,8304683		21350	-159,6695317	52,99962544			
50,15835482		21400	-163,8416452	65,92298636			
46,36087156		21450	-168,1391284	46,36826846			
42,44751028		21500	-172,5524897	32,41037883			
38,42805232		21550	-177,0719477	52,68341305			
34,31254425		21600	-181,6874558	32,80343426			
30,11127268		21650	-186,3887273	26,96183386			
25,83473862		21700	-191,1652614	29,29641551			
21,49363116		21750	-196,0063688	35,54509096			
17,09880082		21800	-200,9011992	29,7136124			
12,66123238		21850	-205,8387676	11,42952796			
8,192017458		21900	-210,8079825	2,48052178			
3,702326755		21950	-215,7976732	10,02005108			
-0,7966178361		22000	-220,7966178	0,638611893			
-5,293571298		22050	-225,7935713	0,9564113766			
-9,777293588		22100	-230,7772936	-3,804886853			
-14,23657774		22150	-235,7365777	-17,39819594			
-18,66027785		22200	-240,6602779	-16,97306523			
-23,037337		22250	-245,537337	-23,40244778			
-27,35681479		22300	-250,3568148	-41,55005431			
-31,6079148		22350	-255,1079148	-28,768033			
-35,78001148		22400	-259,7800115	-24,43386446			
-39,86267677		22450	-264,3626768	-62,60648683			
-43,84570612		22500	-268,8457061	-44,50377592			
-47,71914404		22550	-273,219144	-46,79037076			
-51,47330896		22600	-277,473309	-65,52917			
-55,09881741		22650	-281,5988174	-56,42381343			
-58,58660751		22700	-285,5866075	-59,23688105			
-61,9279616		22750	-289,4279616	-45,57062105			
-65,11452804		22800	-293,114528	-73,9850317			
-68,13834208		22850	-296,6383421	-62,88756584			
-70,99184574		22900	-299,9918457	-54,3274136			
-73,66790676		22950	-303,1679068	-73,44567496			
-76,15983638		23000	-306,1598364	-87,52944978			
-78,46140607		23050	-308,9614061	-77,05870166			
-80,5668631		23100	-311,5668631	-96,10051166			
-82,47094494		23150	-313,9709449	-78,83868711			
-84,16889237		23200	-316,1688924	-101,2753308			
-85,6564614		23250	-318,1564614	-96,92199906			
-86,92993388		23300	-319,9299339	-98,66344524			
-87,9861268		23350	-321,4861268	-86,08636207			
-88,82240023		23400	-322,8224002	-78,95100628			
-89,43666392		23450	-323,9366639	-104,1116877			
-89,82738252		23500	-324,8273825	-93,36011736			
-89,99357945		23550	-325,4935794	-110,6306197			
-89,93483929		23600	-325,9348393	-88,20086497			
-89,65130888		23650	-326,1513089	-84,05001551			
-89,14369688		23700	-326,1436969	-100,5992893			
-88,41327207		23750	-325,9132721	-89,69340713			
-87,46186012		23800	-325,4618601	-96,48059918			
-86,29183907		23850	-324,7918391	-100,0449717			
-84,90613336		23900	-323,9061334	-84,11171517			
-83,30820653		23950	-322,8082065	-91,32031757			
-81,50205258		24000	-321,5020526	-79,94140175			
-79,49218594		24050	-319,9921859	-81,28266483			
-77,28363023		24100	-318,2836302	-82,82040067			
-74,8819057		24150	-316,3819057	-77,02013797			
-72,2930154		24200	-314,2930154	-72,32452451			
-69,52343021		24250	-312,0234302	-70,11205992			
-66,58007266		24300	-309,5800727	-70,50460375			
-63,47029959		24350	-306,9702996	-65,69391288			
-60,20188383		24400	-304,2018838	-60,51505319			
-56,78299472		24450	-301,2829947	-64,47702486			
-53,22217769		24500	-298,2221777	-64,43216717			
-49,52833293		24550	-295,0283329	-53,25304953			
-45,71069314		24600	-291,7106931	-47,02974294			
-41,77880041		24650	-288,2788004	-43,57790759			
-37,74248245		24700	-284,7424824	-29,48428774			
-33,61182793		24750	-281,1118279	-25,66864687			
-29,39716135		24800	-277,3971613	-21,00667421			
-25,10901717		24850	-273,6090172	-16,20112438			
-20,75811353		24900	-269,7581135	-27,57859482			
-16,35532542		24950	-265,8553254	-19,90503915			
-11,91165751		25000	-261,9116575	-10,75576533			
-7,438216658		25050	-257,9382167	9,254867015			
-2,94618414		25100	-253,9461841	11,23779862			
1,553212305		25150	-249,9467877	2,94009284			
6,048726527		25200	-245,9512735	6,383149552			
10,52912208		25250	-241,9708779	9,457067484			
14,98320032		25300	-238,0167997	10,43703301			
19,39982836		25350	-234,1001716	39,57154285			
23,76796692		25400	-230,2320331	16,18337622			
28,07669795		25450	-226,423302	27,63550807			
32,31525186		25500	-222,6847481	48,21381125			
36,47303447		25550	-219,0269655	23,50101362			
40,53965348		25600	-215,4603465	25,71227619			
44,50494448		25650	-211,9950555	45,80214246			
48,35899629		25700	-208,6410037	59,66972842			
52,0921758		25750	-205,4078242	54,45093971			
55,69515199		25800	-202,304848	37,00107175			
59,15891931		25850	-199,3410807	81,6232653			
62,47482014		25900	-196,5251799	55,30070992			
65,63456646		25950	-193,8654335	62,39954716			
68,63026054		26000	-191,3697395	72,92890315			
71,45441472		26050	-189,0455853	74,21619077			
74,09997007		26100	-186,9000299	58,84153121			
76,56031408		26150	-184,9396859	78,03809673			
78,82929718		26200	-183,1707028	79,30809326			
80,9012481		26250	-181,5987519	88,22072831			
82,77098802		26300	-180,229012	78,82756434			
84,43384358		26350	-179,0661564	84,53672581			
85,8856585		26400	-178,1143415	74,78353303			
87,12280401		26450	-177,377196	91,66006409			
88,14218788		26500	-176,8578121	87,98954158			
88,94126218		26550	-176,5587378	88,21433642			
89,51802965		26600	-176,4819704	100,5546208			
89,87104866		26650	-176,6289513	90,34137617			
89,99943686		26700	-177,0005631	91,19680823			
89,90287333		26750	-177,5971267	90,05482266			
89,58159944		26800	-178,4184006	89,04807988			
89,03641821		26850	-179,4635818	87,69807337			
88,2686923		26900	-180,7313077	97,25332246			
87,28034063		26950	-182,2196594	99,85809418			
86,07383356		27000	-183,9261664	98,66747848			
84,65218673		27050	-185,8478133	83,44789426			
83,01895352		27100	-187,9810465	76,46007871			
81,17821617		27150	-190,3217838	81,04684547			
79,13457555		27200	-192,8654245	78,98766293			
76,8931397		27250	-195,6068603	81,20530899			
74,45951105		27300	-198,5404889	76,07785743			
71,8397724		27350	-201,6602276	54,63271073			
69,04047174		27400	-204,9595283	69,41596073			
66,06860585		27450	-208,4313942	69,18104787			
62,93160285		27500	-212,0683972	59,60569311			
59,63730362		27550	-215,8626964	61,71866901			
56,19394219		27600	-219,8060578	52,34623531			
52,61012517		27650	-223,8898748	52,90874024			
48,89481023		27700	-228,1051898	51,76258581			
45,05728373		27750	-232,4427163	39,90675383			
41,10713749		27800	-236,8928625	45,22059765			
37,05424482		27850	-241,4457552	33,30224028			
32,90873583		27900	-246,0912642	29,99947733			
28,68097213		27950	-250,8190279	36,18376655			
24,38152095		28000	-255,6184791	31,97421258			
20,02112866		28050	-260,4788713	13,35355599			
15,61069397		28100	-265,389306	-1,627533121			
11,16124068		28150	-270,3387593	14,16164036			
6,683890103		28200	-275,3161099	8,660415737			
2,189833279		28250	-280,3101667	11,02750602			
-2,309696987		28300	-285,309697	-6,122654534			
-6,803454214		28350	-290,3034542	-26,28865734			
-11,28020635		28400	-295,2802063	-12,03818283			
-15,72876384		28450	-300,2287638	-25,55112812			
-20,13800762		28500	-305,1380076	-3,64936255			
-24,49691686		28550	-309,9969169	-25,94798103			
-28,79459657		28600	-314,7945966	-24,91410549			
-33,02030478		28650	-319,5203048	-30,13947283			
-37,16347943		28700	-324,1634794	-52,26628001			
-41,21376474		28750	-328,7137647	-53,50028461			
-45,16103709		28800	-333,1610371	-30,62424333			
-48,99543037		28850	-337,4954304	-45,30730486			
-52,7073606		28900	-341,7073606	-37,75761494			
-56,28754987		28950	-345,7875499	-37,51636045			
-59,72704958		29000	-349,7270496	-70,08325945			
